Avis,Ordre,Désignation,Numéro d'objet,Poste technique,Désignation du poste technique,Équipement,Description de l'objet technique,Zone de tri,Poste travail princ.,Groupe gestionnaires,Divis. planification,Statut système,Statut utilisateur,Saisi par,Date de début planifiée,Créé le,Date de clôture,Total coûts budgétés,Total coûts réels,Centre de coûts,Centre de profit,Élément d'OTP,Révision,Priorité,Type d'ordre,Type de travail,Nº appel pl.entret.,Plan d'entretien,Poste d'entretien,Pompe
10127131.0,4165829,Démontage IP04 A pour révision,OR000004165829,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,FATHELLAH,2025-02-14,2025-02-14,,1644.44,1.0,SF01PEAUMR,SMC,,,1.0,ZCOR,110,0,,,4
,4202720,Préparation et soudage bride d'aspiratio,OR000004202720,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-19,2025-02-26,,873.18,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4207033,Préparation supporte de la pompe E/M,OR000004207033,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-17,2025-02-28,,873.18,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4208410,Ouverture et fermeture de la vanne,OR000004208410,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-27,2025-03-01,,385.38,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4208411,Changement tresse de la pompe IP03A,OR000004208411,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-27,2025-03-01,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4208417,Serrage des tresse de la pompe IP03A,OR000004208417,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-27,2025-03-01,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
10127491.0,4210515,Débranchement mot-pompe IP04 A,OR000004210515,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-ECU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,ISTA,2025-06-28,2025-03-03,,0.0,2.0,SF01PEAUMR,SMC,,,1.0,ZCOR,110,0,,,4
10179370.0,4219856,Serrage tresse de la pompe IP02B,OR000004219856,SF01-UT-FDEM-BASSIN-0IP02B,MOTOPOMPE EAU MER VERS SEM2 IPO2B,,,S-PC-P924 IP 02B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-04,2025-03-05,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4222759,pompe FLOWSERVE Type 20EPM -2,OR000004222759,SF01-UT-FDEM-BASSIN-0IP04B-GPPE,GROUPE POMPE IP04B VERS CENTRALE BASSIN,,,,SF1-MCU,GM4,SF01,TCLO CONF ARCO CCRP ERCT JBFI MMEf RIMP,SOPL,FATHELLAH,2025-02-23,2025-03-05,,4358.43,12736.43,SF01SLFPS4,SMC,,,1.0,ZCOR,110,0,,,4
,4224736,Démontage du réducteur vanne refoulement,OR000004224736,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-13,2025-03-06,,308.21,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4228040,Serrage des tresse pompe IP02B,OR000004228040,SF01-UT-FDEM-BASSIN-0IP02B,MOTOPOMPE EAU MER VERS SEM2 IPO2B,,,S-PC-P924 IP 02B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-02-03,2025-03-06,,488.53,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
10191136.0,4240404,Montage de la pompe IP04A,OR000004240404,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-06,2025-03-12,,1644.44,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4242587,Contrôle et serrage les boulons,OR000004242587,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-12,2025-03-13,,616.42,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4248396,Serrage du bride refoulement  de la pomp,OR000004248396,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-11,2025-03-14,,616.42,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4264535,serrage des tresse de la pompe IP03A,OR000004264535,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-14,2025-03-18,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4269524,Contrôle et remise en état IP03,OR000004269524,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-18,2025-03-19,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4284762,Serrage des tresses de la pompe IP04/B,OR000004284762,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,,,S-PC-P924 IP 04B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-24,2025-03-25,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4284864,Démontage de la moto-pompe IP03/A,OR000004284864,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-21,2025-03-25,,2312.62,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4304425,Montage de la pompe IP03/A,OR000004304425,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-02,2025-04-02,,2312.31,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4350752,Serrage des tresses de pompes de SEM2,OR000004350752,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-04,2025-04-07,,515.48,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
10227909.0,4367393,contrôle de la pompe IP03 A,OR000004367393,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-03-20,2025-04-09,,0.0,0.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4390433,Serrage des tresses des pompes IP03 A/B,OR000004390433,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-10,2025-04-15,,515.48,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4390500,Serrage des tresses de la pompe IP04/B,OR000004390500,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,,,S-PC-P924 IP 04B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-09,2025-04-15,,257.74,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4392021,Changement des tresses de la pompe IP03/,OR000004392021,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-08,2025-04-15,,513.52,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4425561,Serrage des tresses des pompes IP03/02,OR000004425561,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-19,2025-04-19,,515.48,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4425574,Changement des tresses de la pompe IP02A,OR000004425574,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-15,2025-04-19,,513.52,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4425576,Serrage des tresses de la pompe IP02A/B,OR000004425576,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-19,2025-04-19,,450.8,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4425806,Serrage des tresses de la pompe IP04,OR000004425806,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-18,2025-04-19,,257.74,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
10127453.0,4447751,Démontage de la pompe d'eau de mer IP03A,OR000004447751,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-04-23,2025-04-23,,1.0,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4527638,CHANGEMENT DES TRESSES DE LA POMPE IP03,OR000004527638,SF01-UT-FDEM-BASSIN-0IP03B,MOTOPOMPE EAU MER VERS PSII IPO3B BASSIN,,,S-PC-P924 IP 03B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-05-09,2025-05-09,,513.52,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4527800,Serrage des tresses de la pompe IP04/A,OR000004527800,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,,,S-PC-P924 IP 04A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-05-09,2025-05-09,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
10434817.0,4538987,Moteur de la pompe eau de mer IP03 B,OR000004538987,SF01-UT-FDEM-BASSIN-0IP03B,MOTOPOMPE EAU MER VERS PSII IPO3B BASSIN,,,S-PC-P924 IP 03B,SF1-ECU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,ISTA,2025-06-28,2025-05-13,,0.0,1.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4544622,Serrage des tresses des pompe E/M IP03A,OR000004544622,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-05-14,2025-05-14,,450.8,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4545010,Changement tresses pompe IP04B,OR000004545010,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,,,S-PC-P924 IP 04B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-13,2025-05-14,,1.0,2.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4545014,Changement tresses pompe IP04B,OR000004545014,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,,,S-PC-P924 IP 04B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-05-14,2025-05-14,,513.52,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,4
,4560281,Changement des tresses du pompe IP03A,OR000004560281,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-05-20,2025-05-20,,513.52,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4586563,Serrage tresses des pompe IP03A/B,OR000004586563,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-05-21,2025-05-21,,480.8,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
10543964.0,4600646,CHANGEMENT ACCOUPLEMENT DE LA POMPE,OR000004600646,SF01-UT-FDEM-BASSIN-0IP04A-TRAN,TRANSMISSION IP04A VERS CENTRALE BASSIN,,,,SF1-MCU,GM4,SF01,TCLO CONF IMPR ARCO CCRP ERCT JBFI MMEf*,SOPL,OUBID,2025-05-23,2025-05-23,,146940.0,146948.0,SF01SLFPS4,SMC,,,3.0,ZEST,360,0,,,4
10544242.0,4600921,CHANGEMENT ACCOUPLEMENT DE LA POMPE,OR000004600921,SF01-UT-FDEM-BASSIN-0IP04B-TRAN,TRANSMISSION IP04B VERS CENTRALE BASSIN,,,,SF1-MCU,GM4,SF01,TCLO CONF IMPR ARCO CCRP ERCT JBFI MMEf*,SOPL,OUBID,2025-05-23,2025-05-23,,146940.0,146948.0,SF01SLFPS4,SMC,,,3.0,ZEST,360,0,,,4
10607110.0,4677866,CHANGEMENT TRESSES,OR000004677866,SF01-UT-FDEM-BASSIN-0IP03A-GPPE,GROUPE POMPE IP03A VERS CENTRALE BASSIN,,,,SF1-MCU,GM4,SF01,TCLO CONF ARCO CCRP ERCT JBFI MMEf RIMP,SOPL,OUBID,2025-06-04,2025-06-04,,5280.0,5284.0,SF01SLFPS4,SMC,,,2.0,ZEST,360,0,,,3
,4692136,Serrage des tresses de la pompe IP03A,OR000004692136,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-06,2025-06-06,,225.4,0.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4711666,Changement des tresses de la pompe IP03B,OR000004711666,SF01-UT-FDEM-BASSIN-0IP03B,MOTOPOMPE EAU MER VERS PSII IPO3B BASSIN,,,S-PC-P924 IP 03B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-13,2025-06-13,,515.52,2.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4720273,Démontage pompe IP03A,OR000004720273,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-16,2025-06-16,,2328.8,16.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4720279,Montage motopompe IP03A,OR000004720279,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-16,2025-06-16,,2336.8,24.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4720345,Ouverture vanne de refoulement pompe,OR000004720345,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-16,2025-06-16,,438.59,2.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4720352,Changement tresses de la pompe IP03A,OR000004720352,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-16,2025-06-16,,517.52,4.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4720428,Remise en état de réducteur picage IP03A,OR000004720428,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-06-16,2025-06-16,,209.56,4.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4744117,CHANGEMENT LES TRESSES DE LA POMPE,OR000004744117,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,,,S-PC-P924 IP 03A,SF1-MCU,GM4,SF01,TCLO CONF ARCO CCRP ERCT JBFI MMEf RIMP,SOPL,BENMOUSSA1,2025-07-07,2025-06-20,,707.0,706.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,3
,4830621,Démontage et remontage pompe Sulzer,OR000004830621,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-03,2025-07-03,,36.0,36.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4830623,Démontage bride plane l'extrémité,OR000004830623,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-03,2025-07-03,,4.0,4.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4831596,Remise en état clapet de la pompe SEM2,OR000004831596,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,4.0,4.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4831598,Remise en place du joint plane,OR000004831598,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,4.0,4.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4831660,Changement vanne de refoulement pompe,OR000004831660,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,4.0,4.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4831679,Serrage des tresses de la pompe E/M IDP,OR000004831679,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,2.0,2.2,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4831882,Remise en état clapet du pompe,OR000004831882,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,9.0,9.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4831886,Remise en état pompe d'épuisement N°2,OR000004831886,SF01-UT-FDEM-BASSIN-0IP02B,MOTOPOMPE EAU MER VERS SEM2 IPO2B,,,S-PC-P924 IP 02B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,9.0,9.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4833810,Serrage les tresses de la pompe IDP,OR000004833810,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,,,S-PC-P924 IP 02A,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-04,2025-07-04,,4.0,4.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
,4846075,Serrage des tresses pompe IP02B,OR000004846075,SF01-UT-FDEM-BASSIN-0IP02B,MOTOPOMPE EAU MER VERS SEM2 IPO2B,,,S-PC-P924 IP 02B,SF1-MCU,GM4,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,MATAR1,2025-07-08,2025-07-08,,4.0,4.0,SF01PEAUMR,SMC,,,2.0,ZCOR,110,0,,,2
10777829.0,4858035,OMS_Thermographie moteur MT,OR000004858035,SF01-UT-FDEM-BASSIN-0IP01A-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP01A-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,1
10777870.0,4858036,OMS_Thermographie moteur MT,OR000004858036,SF01-UT-FDEM-BASSIN-0IP01B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP01B-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,1
10777873.0,4858038,OMS_Thermographie moteur MT,OR000004858038,SF01-UT-FDEM-BASSIN-0IP02A-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP02A-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,2
10777874.0,4858141,OMS_Thermographie moteur MT,OR000004858141,SF01-UT-FDEM-BASSIN-0IP02B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP02B-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,2
10777875.0,4858143,OMS_Thermographie moteur MT,OR000004858143,SF01-UT-FDEM-BASSIN-0IP03A-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP03A-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,3
10777877.0,4858144,OMS_Thermographie moteur MT,OR000004858144,SF01-UT-FDEM-BASSIN-0IP03B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP03B-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,3
10777878.0,4858145,OMS_Thermographie moteur MT,OR000004858145,SF01-UT-FDEM-BASSIN-0IP04A-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP04A-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,1.0,1.2,SF01PEAUMR,SMC,,,,ZPRV,300,0,,,4
10777879.0,4858146,OMS_Thermographie moteur MT,OR000004858146,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,,,S-PC-924IP04B-M,SF1-ECU,GM7,SF01,TCLO CONF CCRP JBFI PART RIMP,SOPL,BOUDARQA,2025-07-09,2025-07-09,,6.0,1.5,SF01PEAUMR,SMC,,,2.0,ZPRV,300,0,,,4
